,rate,date,review
431,2,"Dec 17, 2022","No me gustó,tiene una historia muy simplona, por lo general es una secuela innecesaria en la cual hay nulo desarrollo en los personajes, lo mas destacado es lo visual Yaque se ve muy bonito y la acción, pero en general me parece una película muy mala  y muy larga"
432,5,"Dec 17, 2022",Avatar: The Way of Water is just James Cameron's version of Studio Ghibli's Princess Mononoke minus the love and charm that makes Princess Mononoke great
433,2,"Dec 17, 2022","That movie was bad.

I felt like I was watching a discovery documentary. Beautiful scenes with no content. If it were a serious movie, those 3 hours would be summed up in 30 minutes and the rest of the movie would be what Avatar 3 will probably be.

Spoilers below:

Jake is an **** the entire movie. Everyone dying around him and he doesn't care, he just wants to stay hidden.

The humans' motivation is that Jake is the leader of the resistance. He destroys production routes, attacks strategic bases, etc. But 10 minutes into the movie, he stops with all that and GONES. Soon, humans have their routes re-established and theoretically can do whatever they want without resistance. So why waste resources going after the guy they KNOW went into hiding?

The final fight scene is ridiculous. Out of nowhere ALL the navi disappear and it's just Jake's family fighting. It has no explanation. One hour they're there, then it's as if everyone turned around and only the 5 of the family stayed there fighting.

I also thought it was lazy to invent a clone of the villain from the first film instead of creating a new villain.

And speaking of a villain, what a ridiculous way for Jake to defeat him. Navi don't breathe underwater.

The whole fight is underwater and jake takes him down with a rear naked choke? Well, but the guy was no longer breathing, what difference would the lion choke make lol

Anyway. It doesn't make sense only after 3 hours does jake decide to counterattack"
434,10,"Dec 17, 2022","Um filme que emociona e fascina aqueles que são aficionados em filmes futuristas em mundos distante, um dos filmes que utilizam de forma genial a tecnologia 3D."
435,10,"Dec 17, 2022","There has been so much conversation about the cultural impact of ""Avatar"" recently, as superheroes dominated the last decade of pop culture in a way that allowed people to forget the Na'vi. Watching ""Avatar: The Way of Water,"" I was reminded of how impersonal the Hollywood machine has become over the last few decades and how often the blockbusters that truly make an impact on the form have displayed the personal touch of their creator. Think of how the biggest and best films of George Lucas and Steven Spielberg couldn't have been made by anyone else. ""Avatar: The Way of Water"" is a James Cameron blockbuster, through and through."
436,10,"Dec 17, 2022","A visually stunning masterpiece. I was in awe in every moment. Cameron drew me into a world that is full of rich and diverse life and vivid colors. People keep praising the visuals, and rightly so—but the sound design was fantastic as well. The world truly comes alive. I came into it speculative of the story quality and I did not leave disappointed. It carries on from the first movie’s narrative pretty well and sets up the upcoming future installments with a new generation of characters to lead the way. I actually really enjoy this world Cameron has made, and am eager to see what happens next."
437,1,"Dec 17, 2022","Contradictory, sagging in the scenario plan of the film. The main question is: WHY DID EVERYONE FORGET ABOUT THE TREE OF SOULS?! After all, the whole point of the first film is that if it is demolished, the tribes will die.
Why don't they use what is shown in the first minutes after landing, burning the ground?
Whale hunting is introduced retroactively, although in the first part people came only for minerals. The son of the villain from the first part is presented, although he was not in the first part. Why does the main villain, who had his memory loaded BEFORE the birth of his son, begin to treat him in such a way that he releases the prisoner? A lot of deus ex machina.
After all, why do they even need to hunt for the main character if he withdrew himself by flying to the islands?
But yes, a beautiful picture. For the sake of which the film stretches for 3 hours, although the scenario load there is no more than 1.5-2 hours."
438,4,"Dec 17, 2022","I truly do understand that the first film was nothing special in regards to story. But even then, this film was underwhelming sequel. The visuals were first rate and if you go to the movie for THAT reason, you will probably enjoy it. However, there is ZERO reason this film needed to be three hours long. NONE. The plot with Colonel Quaritch being brought back in an Avatar body was a good idea, and this film did next to nothing with it. The Sully family to me is the biggest offender to this story. His children, (whom I can’t remember their names because the film cares so little for me to remember them) take up and extreme amount of the run time and to be honest, a lot of what they are involved in, was simply not engaging. There are also several logical fallacies on display. How, if the humans wanted indigenous populations gone, they clearly landed enough people on Pandora to do it this time around. And yet, the whole film is the small group of Marine Avatars, hunting down Jake Sully and his family, making the whole film a simple revenge plot. There is NO NEED to make that kind of plot, three hours long. There are entire scenes and even plot threads that could have been cut that would have made this a much tighter, better overall film. How many shots does a film REALLY need of characters just sitting in awe of something or swimming through the water?? The first film, for what it was, was FAR more engaging story wise than this film."
439,10,"Dec 17, 2022",Another banger from James Cameron. It’s a beautiful movie with a level of depth and character that the other blockbusters can never achieve.
440,7,"Dec 17, 2022","As the long-awaited sequel to director James Cameron’s 2009 megahit sci-fi/fantasy blockbuster, “Avatar: The Way of Water” has been one of 2022’s most anticipated releases. And, for the most part, it’s a visually stunning and modestly entertaining piece of cinema. But is it the masterpiece everyone has been anxiously waiting for? Hardly. While the film is long on style (it truly is gorgeous to look at), it comes up short on substance. The script is the main problem here, telling a tale that’s not overly engaging or insightful (certainly much less so than its more compelling predecessor) and full of story threads that either regurgitate material from the original or borrow from a variety of other sources, both narratively and visually. Then there’s the runtime, coming in at a whopping 300, far, far longer than it needs to be, especially in the overly protracted closing hour. The action sequences become a bit tiresome and gratuitous after a while, and other segments feel like a polished travelogue for the Pandora Chamber of Commerce. What’s more, there are storylines left unresolved, making this a picture that can’t fully live up to being a standalone entity (one of my moviemaking pet peeves). To its credit, though, the picture’s pacing is surprisingly tolerable for a film of this length, and it makes excellent use of its 3D technology (perhaps better than any other movie in which I’ve seen it employed in recent years). Still, for an offering that’s been 13 years in the making, I expected something a little fresher and more inventive than this. But, for those who can’t get enough of this franchise, this installment should satisfy nicely. And, if not, fans can look forward to three more sequels scheduled to be released over the next six years (though I’m not sure how many of them I’ll be seeing)."
441,10,"Dec 17, 2022",One of the most beautiful visual experiences I ever had. The plot and characters improved a lot from the first one. The world building and imagery is insane.
442,8,"Dec 17, 2022","A rich visually stunning indulgent triumph! James Cameron confidence in this film is earned and whilst the three hours might be a few landscape shots too many you can't help but appreciate the splendor of it all. This sequel feels ,in plot, just as average as the first. A war between warring races for dominace on the mesmerizing pandora but the added perspective of unveiling the world not as an outsider but instead as it's native allows for it to be explored in more deliberate and fantastic ways. It allows you to witness the culture ,connect with what the Human colonial efforts threaten with their ""progress "". The acting is good with well paced action. One notable flaw which I felt appeared on another visually stunning franchise, Dune, is that it feels like it owes its entire existence to setting up the next film. Which isn't too bad but when three ours and some are considered you notice the movies deliberate meandering at some points with a bit less fascination and a fraction of annoyance because you can't help but wonder the lengths it would have taken if allowed to be free of those expectations. Overall I enjoyed it and can only recommend you rush to theaters to see it as it's a spectal that deserves that big screen first impression.  8.8/10"
443,8,"Dec 17, 2022","The film is technically impressive, but in many points it repeats the first **** the story is conveyed qualitatively and makes you think"
444,10,"Dec 17, 2022","Avatar 2 es lo más increíble y espectacular que he presenciado en toda mi vida, me emocioné hasta las lagrimas de lo asombrado que me llegué a sentir, incluso más que la primera película en todos los aspectos posibles. James Cameron lo ha vuelto a hacer. Felicidades a todos los que trabajaron arduamente para que el espectador que aprecia la magia del cine podamos disfrutarla; es de vital importancia verla en 3D para obtener la experiencia completa y hacer valer el precio de las entradas. No se pierdan el mayor espectáculo de sus vidas y sumérjanse en las profundidades acuáticas de Pandora."
445,7,"Dec 17, 2022","Unfortunately, the sequel was already weaker for me. The first part had a lot of flair for me in all respects. It was something completely new for me and nice to watch and that applies here as well of course. It definitely does, but it doesn't apply as much for me anymore, because the water world, while not bad, doesn't hold a candle to Pandora, which I certainly enjoyed more. I also liked more of the characters because the previous episode was mainly Jake and Neytiri and here they added the kids and they didn't really grab me, or at least not nearly as much as the previous aforementioned pair. Other than that, I enjoyed in the first one how she was Pandora at times and Jake as a person at times, which is no longer the case here. The action was cool, but again I have to mention the previous episode where in my opinion it was better. What didn't please me was the music, because unfortunately it was the same in places and that just reminded me of scenes from the first one, which I liked better. The same music is probably the worst thing about this movie for me because even though some parts were visually nice, they didn't impress me as much because of the music, which was the same. I'm constantly comparing the second movie to the first, but unfortunately I can't help it. The first one won me over, but the second one didn't. I'm not saying it was a bad movie. But unfortunately it appealed to me much, much less than its predecessor. However, it's still nice to look at visually and still offers some good action sequences. For me, a good movie to recommend and maybe even grab you if you love the underwater world and water in general. Personally though, I prefer 2009's Pandora, which charmed me and more importantly it was definitely easier to get the viewer's attention back then as it was something new and came with 3D for the first time. The second one had a harder time and wasn't as successful in my eyes as the first one."
446,2,"Dec 17, 2022",A film with no meaning.  With slow narration.  With the idea of ​​father and son. With an ending referring to the continuation.  This movie doesn't need your attention.
447,3,"Dec 17, 2022","Guter Film mit fantastischen Aufnahmen. Unbedingt in 3D und im Imax schauen. Und ja er ist sehenswert, denn schon lange gab es eine Film der so schön aussah. Aber erwartet keine packende Story. Wird es emotional? Ja absolut aber es gibt so viele Logiklöcher als im früheren Teil. So ist der Grund warum sie überhaupt fliehen und zum Wasser gehen absolut lächerlich. Auch der ganze Schluss macht kein Sinn, trotzdem die Bilder muss man gesehen haben. Leider funktioniert dieser Film nur im kino. Im fernsehen wird diese bildgewalt nicht rüberkommen und die story ist zu banal."
448,8,"Dec 17, 2022","The movie itself is probably about a 5 out of 10 but the visuals are phenomenal and so emmersive thay you feel at times like you are in the world.  I saw it in Dolby 3d so It was top quality, I do not recommemd seeing it anything but a good 3d theater, preferable dolby."
449,8,"Dec 17, 2022",Definitely not as good as the first but still a great movie. How they accomplished the water scenes is miraculous. Not disappointed in my ticket purchase but I hope the next one is better.
450,8,"Dec 17, 2022","Com um visual deslumbrante e um cgi impressionante, avatar 2 manter o mesmo nivel do primeiro. Com boas cenas de ação e com cenarios belissimos, mas ele é muito longo e cansativo em alguns momentos, mas ainda assim vale a experiencia"
451,10,"Dec 17, 2022","Дуже сподобався фільм, сюжет в принципі нічим особливим не здивував (всі фільми зараз по шаблону), проте дуже мальовничий твір, сидів з відкритим ротом.. картинка ну дуже вже якісна.. не певен чи 10 років очікування продовження були того варті, але мені сподобалося і я можу сміливо рекомендувати цей фільм до перегляду!"
452,8,"Dec 17, 2022","This film runs 3 There's less than an hour of plot, several hours of cool creatures and places, then one battle at the end. The story is set 10 years after the original. The Sully family lives happily in their beautifully natural world, until the ""sky people"" (Earthlings) descend on Pandora to mine its resources. Meanwhile, a soldier from the last mission is after the family (in his new hybrid half-Na'vi form). This drives the family to seek refuge with their neighboring waterborne tribes. Since the first film was so visually dazzling, we're expecting more of that here. There is certainly lots of appealing imagery, but it's not as impactful. Even with the excellent motion capture, it's hard to relate to the blue creatures on an emotional level. Still, this tells a compelling story with a strong final battle and plenty of visual appeal."
453,9,"Dec 17, 2022","If you don't consider this film the cinematography event of the year, then you are wrong. The Way of Water it's worth the long wait James Cameron put us through.
The storyline, the photography, and the visual effects are flawless.
And a big shout out to Sigourney Weaver!"
454,8,"Dec 17, 2022","The film goes on for a long time, so I'm very tired and I'm too lazy to write a review, sorry."
455,9,"Dec 17, 2022",I enjoyed it a lot more than the first. The visuals **** me in from start to finish as before .Excited for the next installment.
456,10,"Dec 17, 2022","This was a big time movie ass movie, takes a few minutes to adjust to higher framerate but the movie has it all and is so beautifully shot and rendered that I had a truly wonderful time."
457,0,"Dec 17, 2022","Pretty crap. Pretty boring. Pretty pointless. Cowboys and blue indians again, all woke and preachy for you. It's kind of disgusting watching something that is 60% CGI; creepy."
458,4,"Dec 17, 2022","There's a weird throughput of complete arrogance to this movie - a director with a ridiculous budget doing things just because he can, rather than because he should.

Cameron would have been better served leaving out the wondering what CGI trickery he could weave in and instead spending that time working on a script.

This is turgid stuff that drags on and on and on. A CGI tech demo for a PlayStation 6 rather than a serious movie that seriously tests your patience towards the end. Yes, it looks visually very good throughout, but it's overkill - CGI is at its' best when it compliments the movie, not when it IS the movie.

The sole appeal is to see this in 3D/IMAX or whatever for the visual spectacle. There's zero reason to watch this at home or even on a standard cinema screen, because narratively this is as shallow as a puddle.

I found the original Avatar OK. I thought it showed promise with what could be done with technology, and I went into this one genuinely open-minded, wondering if Cameron could fulfil that promise. He hasn't. He didn't even come close, and I hope this is the end of the big budged CGI adventure in Hollywood."
459,0,"Dec 17, 2022","Rubbish, just watcha  Marvel film instead..................................."
460,10,"Dec 17, 2022","The visuals were out of this world, abd the story was better. A superior sequel to the first film, 'Never underestimate James Cameron.'"
461,8,"Dec 17, 2022",Início sensacional e com resquícios de nostalgia. Do meio para frente fica bastante arrastado em alguns momentos. Em questão de imagem é quase incomparável.
462,10,"Dec 17, 2022","Possibly the longest movie i've ever watch in theater yet one of the most fascinating movie theater experience i've ever had in my life, Avatar: The Way Of Water is fun, emotional, and powerful, it hits all the notes perfectly, i never enjoy an adventure films specifically outside planet earth this much in a long time, the movie never stops amazed me not only in the details of all the visual and special effects, but the story of Avatar: The Way Of Water was just incredible, all of these characters are so well written, so well perform, and again i cannot say how much i'm still amazed by all the visual and special effects in this film and it basically 95% of this film was all freakin' CGI, it definitely some of the best ones i've seen, it's so detail and so good that not even one frame including the human where i found some CGI flawed, where i can see the green screen or the blue screen in the background just a little bit NONE of that!, everything is perfect, praise for all the effect team and they deserve all the awards for it, this is how you use a CGI in movie rightly people, back to the movie itself, James Cameron recently reveal that he had planned to make Avatar 6 and 7 and one of the sentence that he said was basically the only person that can make Avatar is him, and you god damn right, i don't think anybody can ever make an Avatar movie than the creator himself James Cameron, because The Way Of Water is simply go down as one of the best movie sequel ever made for me, yes, i like it even more than the first one, not only we got more characters on the film and specifically great characters, upgrade visual, i think a better far more superior story and again even though the villain of the movie still the same, somehow it works, we also got the world of water instead of forest world, now i'm not saying that Pandora isn't beautiful, but the world of water excited and amazed me even more, it's an 3 hours and 12 minutes of epic, with the first two hours being one of the most well paced also entertaining, emotional, and powerful build up, ended with an epic climax in the last hour that basically feels like a combination between both James Cameron Terminator and Titanic, lot's of emotion, solid, exciting, and epic battle, entertaining, and mind blowing, i love Avatar: The Way Of Water, it's simply top 10 movie of the year for me, never been so hooked up and locked in a 3 hours movie like this in a long time, it's like i was converted to the movie, it's spectacular, it's amazing, i don't mind if James Cameron will only do Avatar now, do not let anybody take over, Avatar: The Way Of Water is a superb sequel that fills with incredible performance by all the cast, amazingly detail visual and special effects, gorgeous looking film with gorgeous wild world, fantastic score and use of sound, fascinating story, a powerful journey with a lot of emotion and hearts to it, Avatar: The Way Of Water is perfect!, bring on the next one James Cameron!."
463,3,"Dec 17, 2022","People who can ignore the huge flaws in the story (which is not only simple or trivial but totally ramshackle) are lucky, because they will be able to enjoy Pandora without too much worry. The effect I received for 95 percent of the film's running time was much like that of a TV department in an electronics store: lots of visual quality, lots of fish, lots of water, but no credible story to hold up the images, no characters to really empathize with except for Jake's two sons who occasionally, with their “bro"", managed to squeak out some feeling in me that could break the apathy of a film with an 80s script that was caricatured and almost identical to that of the previous film. The story is didactic, explicit, always guiding you as if you were a 5-year-old child who constantly has to be told what is happening and what emotion he should feel. The problem is that if you are a bit of an adult with a handful of good films behind you, you understand that this story, once you understand it, falls apart. Good 3D, nice photography and direction, but is not enough to consider this a memorable movie or a masterpiece. From the soundtrack, I expected a few more winks."
464,8,"Dec 17, 2022",The first and third hour are very good.  The middle hour is good but a bit slow.  But it’s a magical movie.   And I suspect on repeat viewings it will grow on me.
465,10,"Dec 17, 2022","James Cameron simply understands how to entertain and inspire and yet also remind us in the most creative way possible that humanity's need for innovation and evolution is destructive. The Way Of Water is 3 and a half hours long and yet I was disappointed when it ended because what he has set up for Avatar 3 with Jake and his family and his new tribe has so much insane potential and I personally can't wait. Mark me down for whatever day, whatever time, whatever world, I will be there for Avatar 3. Congratulations to all involved on this masterpiece and YES it was worth the long wait for me!"
466,9,"Dec 16, 2022","- Entertaining from start to finish. - Beautiful.
- A little uninterested in Colonel Quaritch's story as an Avatar.. It would have been cool to see a new character such as an assassin or something in this film hunting Sully and his family. - The story is big, and I want all of it, cant wait for the next film!"
467,1,"Dec 16, 2022","Terrible.

You can really feel the disney oozing from every pore. Cameron should have refused to make the film and just started over with a new setting and characters and let Avatar film remain dead, rather than parading its corpse around for the plague rat."
468,2,"Dec 16, 2022","Warning in that this movie is not suitable for children!  The visual effects are breathtaking.  That's the good news.  The bad news is that the movie is 3 boring hours long and plays out like watching a bloodthirsty video game.  The white man is bad as he destroys the environment, innocent animals and children.   Yes children.  It reminds you of cowboys killing the red men Indians but in Avatar substitute blue for red.  That pretty much sums it up but why not throw in some bad whale hunters without compassion who torture and kill a mother whale with her calf alongside.  All for a test tube of magic elixir so why not make whales extinct.  And what would a James Cameron movie be without the Titanic sinking as he even incorporates that into his farce.  I was waiting for Celine Dion to start singing the heart will go on."
469,6,"Dec 16, 2022",All the aesthetic water in the film made me focus on needing to use the restroom more than watching this unforgivingly long flick with more art than a story.
470,1,"Dec 16, 2022",basically a tech demo.  story is boring and kind of preachy.  the graphics aren't enough to justify the theater price
471,10,"Dec 16, 2022","I loved this movie, if your parameters to rate a movie is Story, Scenario, Effects, Soundtrack, Originally, you must rate 10 to this movie, see it in 3D."
472,9,"Dec 16, 2022",Some flaws and annoyances but overall this is a great follow-up the first. Looking forward to seeing it again soon! Not just thr obviously great visuals but a very emotional story to go along with it.
473,6,"Dec 16, 2022",Dobry film ale niczym specjalnym nie zaskakiwał. Mógłby być bardziej treściwy i trwać krócej
474,7,"Dec 16, 2022","Entertaining, but safe. Wish I wanted to rate it higher.

Saw this in 3D and can say that Cameron has again delivered on realism providing another great example of what 3D can be. That said, sometimes the spectacle of it all felt over the top and less immersive than it's predecessor. In a lot of ways the plot hit all the same notes as the 1st while adding some new elements that will surely be expanded upon in future installments. That said, I fail to see how these new elements alone are enough of a hook to keep fans returning to theaters for the large number of subsequent films planned. Only time will tell.

All in all, I was entertained, but still left wanting more."
475,10,"Dec 16, 2022",Great movie if you liked the first I  think you will love this . Don't go on what the critics say see it for yourself .
476,4,"Dec 16, 2022",Weak storyline as most of the effort went on the special effects. Probably the most overhyped of the last 5 years.
477,9,"Dec 16, 2022",Jimmy Cams has done it again. HOORAH. Seriously tho go see this in dolby or imax. It’s gonna blow you away.
478,8,"Dec 16, 2022","not better than first one but great visuals,action
definitely will watch again and cant wait for avatar 3"
479,1,"Dec 16, 2022","Movie is meh, but since James Cameron is beyond full of himself, I give it a 1"
480,10,"Dec 16, 2022",James Cameron has done it again and him and his team takes his time comparing to Marvel LOL. It's a huge masterpiece and this 3D movie is a true cinema event :)
481,10,"Dec 16, 2022","This is an outstanding movie!
Just like the first Avatar, or Titanic,  James Cameron takes the audience into a world of the moon Pandora,  It's environment, it's culture, and it's people.  He put them right into that world,  Making the audience a participant in the experience, and the action.
I saw this in IMAX 3-D.   It is an emotional ride.   You follow the Sully family,  As I bring strength to each other And others of the tribe. While they fight off a relentless enemy. Watch it in 3-D.   It's worth the experience!"
482,10,"Dec 16, 2022","One of the best movies in terms of atmosphere. Best 3d Effects and CGI i've ever seen. The story is a bit too simple, but it definitely has its moments. Easy 10 out of 10"
483,9,"Dec 16, 2022","I enjoyed it just as much as the first one. If you hated that one, this one won’t change your mind.

James Cameron is masterful storyteller, subtly laying out all the seemingly disconnected puzzle pieces before placing them altogether. He stacks internal conflict on external conflict over and over again without it feeling contrived. As the tension builds, so does the desire for a payoff and he delivers. In particular, the reaction of one of the man angry parents.

His characters are always volitional, and if they turn passive, they take a back seat to the other characters driving the action.

All of Cameron’s storytelling prowess is on display here. Avatar 2 is not the greatest story ever told nor is the plot particularly innovative, but it is a well oiled machine built to deliver a moving and memorable outcome. I really enjoyed it and will definitely see it again."
484,10,"Dec 16, 2022","the best audio-visual experience I've ever had in my life... Please watch this movie in the best possible movie theater you can, to get the full experience"
485,7,"Dec 16, 2022","Não deixa de ser decepcionante ver que o Cameron optou por repetir os mesmos erros do primeiro: fraco como roteiro, forças as lágrimas com a trilha sonora, ações forçadas.
Assim como os erros, os acertos seguem a mesma lógica, e ainda melhor, com cenas para se contemplar de queixo caído, visualmente muito belo. De fato temos a condução de uma história em contornos épicos, e soa até estranho perceber que não houve um acuro com certos personagens (a morte de um deles soa fria e desnecessária). Mas certamente assistir no cinema, em 3D, causará impacto profundo, ainda que em muitos esse recurso já nem funcione mais. A mim funcionou, e mesmo com as derrapadas no roteiro, o filme conseguiu me encantar, tecnicamente falando."
486,10,"Dec 16, 2022","Simply a huge amount of emotion! I've cried so many times with the beauty of Pandora and demonstrations of bravery and family. I was wondering if the second movie would be good as the first, but I was wrong... it's better."
487,7,"Dec 16, 2022","An enthralling visual spectacle that certainly impresses, but also fails to reward the viewer for the 3 hours invested due to its weak plot.

And yes, we can argue throughout that the story wasn't supposed to be the most important element of this film, but for a sequel coming 13 years later, it gives the feeling that Cameron was polishing the technology he wanted to present, rather than focusing on making his ''epic'' truly epic.

The rating I give it responds to the ambition and the enormous talent and effort that is seen in every frame.
The level of CGI seen here makes a mockery of any other film of the last decade and by far.
It really gives the feeling that you are there experiencing it, however, that also comes with the problem that James Cameron wants you to live his world, his imagination, with nothing else in between.

The second hour could easily pass as the video that exists in the Disney World attraction and that's the key problem with this sequel, that Cameron's ego was focused on pushing as much of the technical element as possible to the exclusion of everything else.

There is a death that should be crucial to the narrative and yet I felt nothing for the character, because basically I didn't even know him.
They are details, quite a few, to tell the truth, but nothing that ruins the experience.

But I do tell you, this movie is worth seeing by all means and I must emphasize that.
Avatar: The Way of Water is an audiovisual journey that deserves to be experienced in the big screen, but keep in mind at all times what kind of show you're watching. You're not watching arthouse cinema, don't embarrass yourself by comparing them.

IMAX 3D is a must."
488,6,"Dec 16, 2022","A visual gluttony that loses to the story. If you are ok with it, just go to the cinema.

If you compare David Fincher and James Cameron, the Fincher have theather ,Cameron is a guy with carousel. And thats the problem. If you accept this and understand the difference, you will definitely like it.

I hope Cameron someday tries to make an above average movie in a normal time limit and refreshes himself on what movies are really about instead of getting lost in his own world and imagination more than decade. He used to be a great story teller. It's quite a pity that the person who criticized Marvel loses mainly where Marvel excels - unpredictability and variety."
489,2,"Dec 16, 2022",Avatar 2= Avatar 1. Rinse. Repeat. Rerun. Hated the villian the first time.
490,10,"Dec 16, 2022","Incredible film. I caught myself smiling so many times saying to myself ""God damn that's cool"". Nobody makes movies like James Cameron. I was initially concerned about most of the cast being children, but it really worked here. I was amazing at how much I cared about these characters. Zoe Saldana really steals the show here. When she goes Beast Mode the whole audience cheered. And as many people mentioned this HAS to be seen in IMAX 3D."
491,10,"Dec 16, 2022",Great Movie just as good as the original James Cameron did it again with over a decade since the first one
492,10,"Dec 16, 2022","This movie is so gorgeous and the story is beautiful, I highly recommend it."
493,10,"Dec 16, 2022","STUPENDOUSO FANTABULOUS SHAANDAAR VFX AUR BEHTAREEN SPELLBOUND DIRECTION..
HATTS OFFF TO JAMES CAMERON AND TEAm"
494,10,"Dec 16, 2022","One of the best theatrical experiences I have had in a while. The film is long and the script is just alright, but the acting and the worldbuilding and the action are top-tier. Ignore the trolls. See this movie."
495,10,"Dec 16, 2022",Masterpiece! Enjoyed every part of this movie! Visually pleasing and action packed!
496,10,"Dec 16, 2022",Say no more! This movie is a true masterpiece of craftsmanship and technology that moves beyond the limits. What a perfect sequel to the already perfect original
497,10,"Dec 16, 2022","Exceptional sequel filled with beautiful cinematography, a great storyline, and an abundance of family love. I felt as if I was in Pandora."
498,9,"Dec 16, 2022","Not only a visual spectacle, this visit to Pandora follows a story that is charged with emotion and has invested me even deeper into this universe!"
499,10,"Dec 16, 2022","It's great sequel of the first part of Avatar. I so proud, that I saw it in Cinema. I have a lot of questions about all new characters and I believe I will have answers in future. It's perfect cast of fishing rod for next parts. I was sitting in my armchair in the cinema and my heart was beating so fast in the beginning, in the middle. I think I had this heart bit all movie, so I like it and waited it. So James, please, I'm waiting with a gasp next part of Avatar. The music, the plot, the actors, the picture with high quality. I like all in one this second part of my favourite world of Na'vi!"
500,9,"Dec 16, 2022","A Marvelous Visual Entertainment !! Story is standard enough ,long running time may feel little stretchy to some ,but it all worthy of moments to me ,this one is filled with stunning cinematic visuals ,music and grand  actions !

the freshness of first one wont get this time but it will give plenty of new things to enjoy, especially the extensive underwater scenes !!

you must watch this one in best theater possible, if you skip this ,you will miss a spectacular eye feasting experience in Big Screen ! James Cameron ; you are truly incredible !!"
501,10,"Dec 16, 2022","Absolutely beautiful. Was worth the 13 year wait, James Cameron has done it again. Best movie ever !!!! Made me cry so much"
502,8,"Dec 16, 2022","Better than the original on every level. I didn't expect anything from this, but it was very satisfying to see that James Cameron created a balanced blockbuster experience that mixes action with a documentary-like narrative. Yes, the story is very basic, but the works. And the visuals are breathtaking. Now I'm all in with whatever Cameron and his team are preparing for the future of this franchise."
503,10,"Dec 16, 2022","The movie is so good, people were applauding at the end. It's about the whole experience, not just the story (it's about family)."
504,6,"Dec 16, 2022","What’s the point of full 3-D immersion if the technology can’t play the movie without dropping frames? The framerate was so poor (at BFI Imax London even!) that the finale played like stop-motion animation. There’s not much else to the film – simple emotions played at high volume with very little nuance to the characters or situations. I appreciate that global audiences will see a blockbuster movie that makes such a stark political statement about our own mistreatment of underwater life, but I can’t really recommend the movie. I wish Cameron had all his technology taken away and just focussed on creating a good narrative that doesn’t overreach its grasp."
505,10,"Dec 16, 2022","great story, greateffects, sexy water. Water world was incredible. Best movie I ever seen."
506,0,"Dec 16, 2022","It's disappointing that James has made another boring film, at over 3 hours long and the audacity to think people would see this multiple times, James has lost it. The visuals are great, but besides that, nothing else stands out. Avatar: Way of The Water is about as fun as watching actual water after the first hour and shows off how it has little substance and mostly flash. I don’t know how he managed to make Jake even less interesting in this one and how he’s managed to waste Zoe’s talent, again. I don’t recommend seeing this multiple times or even once, if I didn’t use a gift card to purchase the ticket, I’d be even more upset."
507,9,"Dec 16, 2022","Avatar 2 surprised me. I really enjoy this movie. I want Avatar 3 right now. The story was great. The new avatars were great. Effect was incredible. If you think avatar 2 is terrible go to a psychologist. If this has not helped, record your own version avatar and see if this original is better or yours own version."
508,10,"Dec 16, 2022","I really liked it.  The family dynamic is heartwarming, action sequences are better than I thought possible for CG.  It has a physicality you normally only get from live action."
509,9,"Dec 16, 2022","If you are looking for a deep story, this is clearly not the right movie.
Besides that, I was really surprisingly amazed by this movie. It takes all the time it needs to show the beauty of the ocean and everything around it. Never seen a high-budget movie do that on this level. There were so many moments that were visually breathtaking and immersive. That was what I was hoping for and the movie really didn't disappoint.
You can clearly see that this movie is well-crafted by people that cared about making a good experience.  I was really entertained, had fun, what else do you want ^^."
510,8,"Dec 16, 2022","Honest review:  I was torn between a 7 or an 8.  I opted for the 8 because it was a risk for james Cameron, and risks should be rewarded.

I base my review on the merits of the story, not the visual effects, which are top notch i.e. best in the industry.  (Anyone who complains about too much CGI probably believes they should have used real 8 foot tall blue aliens.)

The story is the first act in a much larger story.  That much is obvious  It shows the cruel nature of humanity, but also the capacity for compassion.  You connect with the characters.  And there are so many mysteries left to be answered.

The next installment Cameron should really focus on the humans a little more and sort of state of Earth.  There is this lingering idea that Earth is dying and that's what is driving humans to Pandora.  But please show it, not imply it."
511,10,"Dec 16, 2022","A masterpiece about family, protection, love.
Amazing movie, brilliant effects and story line."
512,10,"Dec 16, 2022","This movie is a technical marvel. From a visual standpoint, i was completely blown away. Story was quite simple just like the first, but it works so well. This movie at is core, is about protecting our loved ones and the planet we live on."
513,10,"Dec 16, 2022",Best movie of the year. Masterpiece. Cgi and vfx are next level. Emotionally.
514,5,"Dec 16, 2022","No plot, just effects. The first part is much more interesting!!!"
515,10,"Dec 16, 2022","Already some trolls in here review bombing the film. It’s absolutely outstanding. My show had rhe loudest standing ovation I have ever seen. It’s a movie you SHOULD see in 3D, it’s the most beautiful film visually of all time. No joke. It’s even better than the first. Great story, very engaging, incredible cinematography, magical music score, everything. James Cameron knows how to make movies for audience. That 69 score is way way way too low. Movie of the year for me!"
516,10,"Dec 16, 2022","I came in with no expectations (positive or negative) and left satisfied and wanting more. I go to the movies often (AMC movie pass is up to 12 movies a month) and this is the only other movie I had people clap outside of Top Gun. I would rewatch this movie again.

An emotional journey that gripped me the moment the story began. The visual effects were amazing as well as the musical score, but if I didn't enjoy myself I'd give nowhere near a perfect rating regardless of the technical aspect as I only rate on enjoyment.

The narrative, characters, and world building are top notch and I'd recommend anyone to watch the movie even if they didn't see the first one. It's a perfect sequel."
